id,nombre_contenedor,tipo,estado,descripcionC,created_at,updated_at,empresa_id,generador_id,telemetria_id,set_point,latitud,longitud,ultima_fecha,temp_supply_1,temp_supply_2,return_air,evaporation_coil,condensation_coil,compress_coil_1,compress_coil_2,ambient_air,cargo_1_temp,cargo_2_temp,cargo_3_temp,cargo_4_temp,relative_humidity,avl,suction_pressure,discharge_pressure,line_voltage,line_frequency,consumption_ph_1,consumption_ph_2,consumption_ph_3,co2_reading,o2_reading,evaporator_speed,condenser_speed,battery_voltage,power_kwh,power_trip_reading,power_trip_duration,suction_temp,discharge_temp,supply_air_temp,return_air_temp,dl_battery_temp,dl_battery_charge,power_consumption,power_consumption_avg,alarm_present,capacity_load,power_state,controlling_mode,humidity_control,humidity_set_point,fresh_air_ex_mode,fresh_air_ex_rate,fresh_air_ex_delay,set_point_o2,set_point_co2,defrost_term_temp,defrost_interval,water_cooled_conde,usda_trip,evaporator_exp_valve,suction_mod_valve,hot_gas_valve,economizer_valve,ethylene,stateProcess,stateInyection,timerOfProcess,modelo,alarm_number,NA,ripener_prueba,defrost_prueba,sp_ethyleno,extra_1,extra_2
250,LOSU1210800,Madurador,1,"MAKRO ICA","2023-11-14 18:08:49","2023-11-23 18:50:19",1,1,4380,-20,-11.9803,-77.1226,"2024-07-19 15:25:35",-19.7,-3277,-19.2,-18.4,28,43.2,-3276.9,25.8,28.3,-38.5,-38.5,-38.5,74,32766,3276.6,3276.6,459,60,0.7,0.7,0.7,25.4,3276.6,30,0,0,17668.4,17665.7,0,3276.6,3276.6,6533.9,6534.4,33.37,0,0.25,2.97,0,100,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
251,ZGRU9072899,Madurador,1,"Coorporación de Restaurantes","2023-11-15 17:56:22","2023-11-21 10:25:29",35,1,4381,-25.1,-11.9803,-77.1226,"2024-06-29 12:02:22",-15,-3277,-3.9,-8.3,41,71.3,-3276.9,28.8,0,-38.5,-38.5,-38.5,40,32766,3276.6,3276.6,459,59,10.7,10.7,10.4,25.4,3276.6,30,100,0,24988.7,4.4,0,3276.6,3276.6,6538.6,6549.7,34.84,0.25,6.72,4.42,0,100,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
252,ZGRU8290104,Madurador,1,"Sin Informacion","2023-11-15 18:33:33","2023-11-15 18:33:33",1,1,4382,-18,-11.9803,-77.1226,"2023-11-15 18:33:33",5.7,-3277,19.2,15.6,40,71,-3277,25.9,0,0,0,0,0,32766,3276.6,3276.6,462,60,10,12.7,9.5,25.4,3276.6,0,0,0,54840.3,2.9,0,3276.6,3276.6,5.7,19.2,25.53,0.07,0.01,0.12,0,100,0,0,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
253,ZGRU9002343-e,Madurador,1,"Coorporación de Restaurantes","2023-11-15 18:44:36","2023-11-21 17:50:51",1,1,4383,-18,-11.9803,-77.1226,"2023-11-15 18:44:36",-1.1,-3277,13,6.9,42.2,74.6,-3277,25.5,0,0,0,0,0,32766,3276.6,3276.6,462,59,12.6,12.4,12.5,25.4,3276.6,30,100,0,54841.3,0.9,0,3276.6,3276.6,6552.5,13,25.85,0,7.98,8.05,0,100,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
254,ZGRU8702406,Madurador,1,"ALAMEDA SUR","2023-11-17 10:27:16","2024-07-11 16:46:49",57,1,4384,2,-12.1964,-77.0115,"2024-07-19 10:36:17",2.6,-3277,3.9,5.3,38.1,55.1,-3276.9,18.1,-38.5,-38.5,-38.5,-38.5,88,32766,3276.6,3276.6,436,60,4.4,4.3,4.2,25.4,3276.6,30,0,0,6976.7,398.3,0,3276.6,3276.6,2.3,3.9,28.62,0,0.75,1.91,0,19,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,3,0,0,THERMOKING,NULL,NA,2,2,0,0,0
255,ZGRU9044691,Madurador,1,"Makro Piura","2023-11-17 18:52:57","2023-11-18 08:17:02",1,1,4385,-20,-11.9803,-77.1226,"2024-07-06 10:26:05",8.3,-3277,19.8,19,42.7,62.3,-3276.9,25.7,0,0,0,0,73,32766,3276.6,3276.6,463,59,10.8,10.7,10.5,25.4,3276.6,30,100,0,13322.7,0.4,0,3276.6,3276.6,8.3,19.8,23.48,0.52,7.28,5.94,0,100,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
256,ZGRU4965977,Madurador,1,"NESTLE-Metro Molina","2023-11-20 09:09:00","2023-11-25 08:11:10",1,1,4386,-25,-11.9803,-77.1226,"2024-07-19 15:25:00",-24.9,-3277,-23.5,-23,24.8,53.3,-3276.9,21.3,25.6,-38.5,-38.5,-38.5,61,32766,3276.6,3276.6,446,60,7.4,7.5,7.4,25.4,3276.6,30,100,0,25527.9,12145.6,0,3276.6,3276.6,6528.7,6530.1,30.09,0,3.9,2.12,0,100,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,12,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
261,ZGRU9082222,Madurador,1,"NESTLE -Metro Ventanilla","2023-11-20 10:38:29","2023-11-22 08:31:33",1,1,4388,-25,-11.9803,-77.1226,"2024-07-19 15:25:28",-28.9,-3277,-25.1,-25.1,28.6,53,-3276.9,20.5,0,-38.5,-38.5,-38.5,51,32766,3276.6,3276.6,435,60,8.7,8.8,8.9,25.4,3276.6,30,100,0,12070.9,12067.4,0,3276.6,3276.6,6524.7,6528.5,29.88,0.18,5.3,2.08,0,100,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
262,ZGRU7502261,Madurador,1,"Nestle Tottus la Marina","2023-11-20 10:38:30","2023-11-27 08:56:21",1,1,4387,-25,-11.9803,-77.1226,"2024-07-19 11:57:44",15.6,-3277,15.6,15.3,18.7,18.9,-3276.9,0,0,0,0,0,32766,32766,3276.6,3276.6,452,32760,0,0,0,25.4,3276.6,0,0,0,18842.7,8082.4,0,3276.6,3276.6,15.6,15.6,25.69,0,0.01,3.03,0,255,0,0,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
263,ZGRU9017551,Madurador,1,"ALAMEDA SUR","2023-11-21 11:24:10","2024-07-09 16:03:43",57,1,4393,-20,-12.1964,-77.0115,"2024-07-19 15:25:46",-18.1,-3277,-6.3,0.1,21,41.6,-3277,19.1,18.2,-38.5,-38.5,-38.5,32766,32766,3276.6,3276.6,436,60,4.9,4.9,4.9,25.4,3276.6,0,0,0,26576.4,1192.2,0,3276.6,3276.6,6533.6,6533.5,28.84,0,3.69,3.28,0,48,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
264,ZGRU9002343,Madurador,1,"Coorporación de Restaurantes	","2023-11-21 17:43:04","2023-11-21 17:49:44",35,1,4383,-18,-11.9803,-77.1226,"2023-12-05 22:21:30",23.2,-3277,22.8,23.1,30.2,67.3,-3277,32.5,0,-38.5,-38.5,-38.5,0,32766,3276.6,3276.6,389,53,3.5,5.1,3.1,25.4,3276.6,0,0,0,56527,1686.6,0,3276.6,3276.6,23.2,22.8,37.56,0,2.16,3.49,1,48,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
265,NULL,NULL,0,NULL,"2023-11-22 09:26:46","2023-11-22 10:04:34",1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,1,1,0,0,0
266,ZGRU2920615,Madurador,1,"NESTLE TOTTUS EL AGUSTINO ","2023-11-22 17:01:58","2023-11-29 15:54:06",1,1,4395,4,-11.9803,-77.1226,"2024-07-10 15:40:22",4,-3277,6.2,6.2,40.5,62.1,-3276.9,21.1,19.9,-38.5,-38.5,-38.5,88,32766,3276.6,3276.6,465,60,4.8,4.8,4.8,25.4,3276.6,30,3,0,10276.7,0,0,3276.6,3276.6,4,6.2,27.52,0,0.89,0,0,21,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,320,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
267,ZGRU0018011,Madurador,1,TANTA,"2023-11-23 18:34:40","2023-11-23 18:48:17",1,1,4463,4,-11.9803,-77.1226,"2023-12-27 14:28:28",25.7,-3277,27.2,27.2,35.6,40.2,-3276.9,27.4,0,0,0,0,97,32766,3276.6,3276.6,456,60,10.7,10.5,10.5,25.4,3276.6,30,37,0,9090.3,0,0,3276.6,3276.6,25.7,27.2,27.65,69.39,417.28,225.3,0,97,1,1,1,65,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
268,ZGRU2015235,Madurador,1,TANTA,"2023-11-23 18:46:43","2023-11-23 18:48:08",1,1,4464,12.5,-11.9803,-77.1226,"2024-07-19 15:24:24",12.5,-3277,12.8,13.4,39.4,85.6,-3276.9,22.2,12.2,12,12.1,12.1,86,32766,3276.6,3276.6,478,60,6.1,6.3,6.2,25.4,3276.6,60,2,0,24574.9,176.9,0,3276.6,3276.6,12.5,12.8,34.7,0,4.42,2.46,0,28,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,3,0,24,THERMOKING,NULL,NA,2,2,0,0,0
269,ZGRU7268640,Madurador,1,"Sin Informacion","2023-11-27 10:03:14","2023-11-27 10:03:14",1,1,4465,-25,-11.9803,-77.1226,"2023-11-29 19:28:33",3.7,-3277,16.5,15.9,38.9,69.5,-3276.9,23.5,0,0,0,0,61,32766,3276.6,3276.6,451,60,10.4,10.3,10.2,25.4,3276.6,30,100,0,13886.5,0,0,3276.6,3276.6,3.7,16.5,24.19,0.52,6.82,6.55,0,100,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
270,test_alarma,Madurador,1,"Sin Informacion","2023-11-27 10:53:11","2023-11-27 10:53:11",1,1,4466,-25,-11.9803,-77.1226,"2023-11-29 16:52:13",-25.1,-3277,-24.1,-23.9,32,64.7,-3276.9,24.3,25.2,-38.5,-38.5,-38.5,55,32766,3276.6,3276.6,462,60,8.7,9.3,8.9,25.4,3276.6,30,100,0,215.5,161.4,0,3276.6,3276.6,6525.5,6529.5,30.45,0,5.74,1,0,100,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
271,ZGRU6751124,Madurador,1,"NESTLE CENTRAL","2023-11-27 13:56:38","2024-02-22 17:32:41",1,1,4467,-20,-11.9803,-77.1226,"2024-06-10 10:17:26",16,-3277,17.2,15.8,19.7,20.6,-3276.9,19.2,0,0,0,0,32766,32766,3276.6,3276.6,452,60,8,9.8,7.5,25.4,3276.6,0,0,0,16724.6,16717,0,3276.6,3276.6,16,17.2,26.07,0,0.01,5.44,0,84,0,0,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,3,0,0,THERMOKING,NULL,NA,2,2,0,0,0
272,ZGRU9652669,Madurador,1,"NESTLE WONG GUITIERREZ","2023-11-27 17:25:48","2023-12-04 15:53:38",1,1,4468,5,-11.9803,-77.1226,"2024-02-22 17:29:18",19.5,-3277,26.4,24.5,41,66.5,-3276.9,28.8,0,0,0,0,63,32766,3276.6,3276.6,462,60,0.2,0.3,0.2,25.4,3276.6,0,0,0,12004.7,0.2,0,3276.6,3276.6,19.5,26.4,30.15,0.52,0.2,5.01,0,48,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
273,ZGRU3303096,Madurador,1,"MAKRO Santa Anita","2023-11-27 17:34:10","2024-04-01 15:22:53",47,1,4469,12,-12.0548,-76.9678,"2024-07-19 15:25:41",12.1,-3277,13.5,13.4,37.2,74.7,-3277,21,0,-38.5,-38.5,-38.5,32766,32766,3276.6,3276.6,439,60,4.8,7.9,7.9,25.4,3276.6,30,2,0,46240.6,3645.9,0,3276.6,3276.6,12,13.5,461.81,10.51,655.35,655.35,0,11,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,16,220,27,4,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
274,ZGRU2212229,Madurador,1,"NESTLE WONG ATE","2023-11-27 18:10:12","2023-11-29 15:53:38",1,1,6,-25,-11.9803,-77.1226,"2024-07-19 15:24:17",-30.5,-3277,-24.7,-27.4,23,51.5,-3276.9,20.3,0,-38.5,-38.5,-38.5,51,32766,3276.6,3276.6,464,60,0,0,0,25.4,3276.6,0,0,0,12180.5,12174.9,0,3276.6,3276.6,6523.1,6528.9,33.76,0,0.02,1.96,0,48,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
275,ZGRU5172746,Madurador,1,LIDLEY!,"2023-11-27 19:28:40","2023-12-07 10:59:37",1,1,4471,-18,-11.9803,-77.1226,"2024-07-19 15:25:18",-27.1,-3277,-18.5,-21.9,41.1,67.8,-3277,22.4,15.8,-38.5,-38.5,-38.5,70,32766,3276.6,3276.6,429,60,9.8,9.9,9,25.4,3276.6,30,100,0,17828.8,13327,0,3276.6,3276.6,6526.5,6535.1,30.43,0,5.69,2.36,0,48,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
276,ZGRU7806982,Madurador,1,"NESTLE METRO PURUCHUCO","2023-11-29 18:27:07","2023-11-30 09:03:01",1,1,4472,-25,-11.9803,-77.1226,"2024-07-19 15:25:02",-34.1,-3277,-23.4,-34.1,26.4,70.2,-3276.9,20.1,0,-38.5,-38.5,-38.5,67,32766,3276.6,3276.6,458,60,7.9,7.8,7.6,25.4,3276.6,30,100,0,13145.8,13136.9,0,3276.6,3276.6,6519.5,6530.2,28.77,0,4.93,2.09,0,100,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
277,ZGRU5143795,Madurador,1,"NESTLE TOTTUS MEGAPLAZA","2023-11-29 19:29:13","2023-11-30 09:02:08",1,1,4473,-25,-11.9803,-77.1226,"2024-07-19 15:24:10",-28.9,-3277,-24.3,-23.4,33,88,-3276.9,23.7,19,-38.5,-38.5,-38.5,80,32766,3276.6,3276.6,452,60,7.8,7.7,7.7,25.4,3276.6,30,100,0,34187.1,20300.6,0,3276.6,3276.6,6524.7,6529.3,34.04,0,4.11,3.63,0,100,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
278,ZGRU4800000,Madurador,0,"Sin Informacion","2023-11-30 16:42:34","2023-11-30 17:10:12",1,1,4474,-25,-11.9803,-77.1226,"2023-11-30 16:42:33",-27.1,-3277,0,-26.2,30.4,58.4,-3276.9,25.1,0,-38.5,-38.5,-38.5,67,32766,3276.6,3276.6,435,60,9.3,9.5,9.4,25.4,3276.6,30,100,0,460.8,457.4,0,3276.6,3276.6,6526.5,6528.9,34.22,0,5.68,1.85,0,100,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
279,ZGRU4900000,Madurador,0,"Sin Informacion","2023-11-30 16:44:06","2023-11-30 17:10:06",1,1,4475,-25,-11.9803,-77.1226,"2023-11-30 16:44:06",-26.5,-3277,0,-23.4,30.7,68.7,-3276.9,24.7,28.3,-38.5,-38.5,-38.5,80,32766,3276.6,3276.6,442,60,7.8,7.6,7.6,25.4,3276.6,30,100,0,13653.9,271.6,0,3276.6,3276.6,6527.1,6530,33.6,0,3.99,1.81,0,100,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,12,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
280,ZGRU4812899,Madurador,1,"MAKRO HUACHO","2023-11-30 16:45:20","2024-07-19 10:21:00",1,1,4476,-25,-11.9803,-77.1226,"2024-07-19 15:24:58",-18.3,-3277,-4.1,18,18.4,27.1,-3276.9,17.6,15.4,-38.5,-38.5,-38.5,32766,32766,3276.6,3276.6,462,60,0,0,0,25.4,3276.6,0,0,0,1531.5,86.3,0,3276.6,3276.6,6528.6,6528.6,27.97,0,0.01,1.94,0,48,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
281,ZGRU6253228,Madurador,1,"NESTLE TOTTUS PACHACUTEC","2023-12-02 16:51:44","2023-12-04 15:54:23",1,1,4477,-25,-11.9803,-77.1226,"2024-05-31 08:46:35",5.2,-3277,12.8,7.7,25.9,56,-3276.9,16.6,0,0,0,0,97,32766,3276.6,3276.6,447,60,9.5,10.8,10,25.4,3276.6,30,100,0,8889,8886,0,3276.6,3276.6,5.2,12.8,17.18,0.2,6.52,1.76,0,100,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
282,ZGRU9027293,Madurador,1,"OTERRA -ALMACENAJE 32","2023-12-06 17:05:37","2024-07-16 12:03:53",58,1,4478,-5,-11.9803,-77.1226,"2024-07-19 15:24:42",-6.7,-3277,-2.3,-2.4,25.5,49.5,-3276.9,19.4,0,-38.5,-38.5,-38.5,92,32766,3276.6,3276.6,464,60,6.2,6.4,5.9,25.4,3276.6,30,63,0,27380.3,539.1,0,3276.6,3276.6,6546.9,6549.9,31.54,0,1.83,1.71,0,17,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
283,ZGRU0048269,Madurador,1,"Sin Informacion","2023-12-07 16:08:37","2023-12-07 16:08:37",1,1,4479,-18,-11.9803,-77.1226,"2023-12-07 11:11:15",-20.3,-3277,-15.6,-19.1,43.5,79.1,-3277,0,0,0,0,0,72,32766,3276.6,3276.6,463,59,12,11.9,11.9,25.4,3276.6,30,100,0,36995.3,138.3,0,3276.6,3276.6,6533.3,6538,43.96,0,7.68,4.61,0,100,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,3,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
284,ZGRU8737698,Madurador,1,Exotic,"2023-12-11 14:57:58","2024-02-16 18:15:51",1,1,4480,24.7,-11.9803,-77.1226,"2023-12-11 17:21:30",25.4,-3277,25.2,25.4,40.9,57.3,-3276.9,28.1,0,-38.5,-38.5,-38.5,63,0,6502.4,6515.1,53119,15361,153.6,153.6,179.2,0.1,25.6,7680,0,0,2918.4,0,0,6502.4,6515.1,6515.1,6451.2,35.84,0,61.44,0,0,0,1,1,1,85,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,5,0,38,THERMOKING,NULL,NA,2,2,180,1,0
285,ZGRU7737696,Madurador,1,"Sin Informacion","2023-12-11 17:22:09","2023-12-11 17:22:09",1,1,4481,24.7,-11.9803,-77.1226,"2023-12-12 18:19:49",25.5,0,25.2,25.5,0,0,0,28.2,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,1,85,2,32766,3276.6,3276.6,2.5,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
286,ZGRU8737697,Madurador,1,Exotic,"2023-12-12 18:23:07","2024-02-16 18:16:16",37,1,4482,-2.52,-11.9803,-77.1226,"2024-05-17 13:56:46",22.9,-25.2,51.1,0.1,-4249.5,-51,-38.5,-38.5,268.7,204.8,154.3,0,65535,65535,3276.6,3276.6,65535,32760,0,0.1,0.1,25.5,3276.7,0,0,0,441.3,165.4,0,3276.6,3276.6,22.9,23.5,0.11,0,0.01,0.5,210,255,0,0,1,90,2,32766,3276.6,3276.6,1,18,6,0,0,255,255,255,255,0,6,0,2,THERMOKING,NULL,NA,2,2,100,1,0
287,ZGRU4723326_3,Madurador,0,"Sin Informacion","2023-12-12 18:24:57","2023-12-12 18:37:17",1,1,297,-2,-11.9803,-77.1226,"2023-12-12 18:32:22",-2.1,-3277,-0.4,-0.1,48.9,96,-3276.9,35.3,0,-38.5,-38.5,-38.5,87,32766,3276.6,3276.6,444,60,4.4,4.2,4.4,25.4,3276.6,30,26,0,18007.3,10.6,0,3276.6,3276.6,6551.6,6552.7,39.07,0,0.9,0.43,0,20,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
288,ZGRU4723326_2,Madurador,1,"Sin Informacion","2023-12-12 18:34:12","2023-12-12 18:37:30",1,1,297,-2,-11.9803,-77.1226,"2023-12-12 18:36:11",-1.8,-3277,-0.7,-0.4,46.8,94.2,-3276.9,34.8,0,-38.5,-38.5,-38.5,86,32766,3276.6,3276.6,445,60,4.3,4.2,4.4,25.4,3276.6,30,7,0,18007.4,10.8,0,3276.6,3276.6,6551.6,6552.9,39.13,0,0.9,0.44,0,22,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,1,0
289,ZGRU4723326,Madurador,1,"Sin Informacion","2023-12-12 18:38:03","2023-12-12 18:38:03",1,1,297,-25,-11.9803,-77.1226,"2023-12-27 09:17:24",-1.3,0,-0.3,-1.3,0,0,0,21.7,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
290,ZTRACK001,Madurador,1,"Sin Informacion","2023-12-19 09:25:27","2023-12-19 11:18:42",1,1,4486,0,-11.9803,-77.1226,"2023-12-19 19:02:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
291,ZGRU6235390,Madurador,1,"ICS MIAMI","2023-12-19 20:14:50","2024-07-17 09:21:23",38,1,4487,21,-11.9803,-77.1226,"2024-07-19 15:24:18",20.2,-3277,21.7,19.1,50.6,84.8,-3276.9,38.7,-38.5,-38.5,-38.5,-38.5,88,0,3276.6,3276.6,469,60,5,3.6,5.1,0.1,20.7,60,12,0,5373,247,0,3276.6,3276.6,20,21.7,49.33,0,1.55,2.44,0,20,1,1,1,90,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,125.7,5,0,51,THERMOKING,NULL,NA,2,2,125,0,0
292,LOSU1114490,Madurador,1,"Sin Informacion","2023-12-21 20:32:06","2023-12-21 20:32:06",1,1,4488,-40,-11.9803,-77.1226,"2023-12-21 20:43:56",23,-3277,22.9,23.1,22,22.3,-3276.9,22.2,0,0,0,0,32766,32766,3276.6,3276.6,463,32760,0,0,0,25.4,3276.6,0,0,0,22.6,0,0,3276.6,3276.6,23,22.9,24.9,0.02,0.01,0,0,156,0,0,0,254,0,32766,3276.6,3276.6,3276.6,18,4,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
293,ZGRU6766430,Madurador,1,"Sin Informacion","2023-12-22 10:32:28","2023-12-22 10:32:28",1,1,4489,13,-11.9803,-77.1226,"2023-12-22 11:13:46",26,-3277,25.8,25.6,26.8,32.5,-3276.9,26.7,0,-38.5,-38.5,-38.5,32766,32766,3276.6,3276.6,460,60,0.6,0.8,0.6,25.4,3276.6,0,0,0,23,0.4,0,3276.6,3276.6,26,25.8,27.6,0.03,0.01,0.14,0,48,0,0,1,65,0,32766,3276.6,3276.6,3276.6,18,4,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
294,ZGRU0000004,Madurador,1,"Sin Informacion","2023-12-22 12:04:44","2023-12-22 12:04:44",1,1,4490,-40,-11.9803,-77.1226,"2023-12-22 12:04:44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,4,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
295,ZGRU0000003,Madurador,1,"Sin Informacion","2023-12-22 12:15:16","2023-12-22 12:15:16",1,1,4491,-2,-11.9803,-77.1226,"2023-12-22 12:16:17",24.6,-3277,26.6,23.2,37.8,42.4,-3276.9,29.1,0,0,0,0,58,32766,3276.6,3276.6,454,60,6.3,10.8,8,25.4,3276.6,0,0,0,22.9,0.1,0,3276.6,3276.6,24.6,26.6,29.09,0.52,0.01,2.97,0,75,0,0,0,254,0,32766,3276.6,3276.6,3276.6,18,4,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
296,LOSU1114510,Madurador,1,"Sin Informacion","2023-12-22 12:52:40","2023-12-22 12:52:40",1,1,4492,1.66,-11.9803,-77.1226,"2024-04-29 09:53:29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,1,1,65,0,32766,3276.6,3276.6,3276.6,18,4,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
297,ZGRU6766431,Madurador,1,"Sin Informacion","2023-12-22 13:17:07","2024-02-12 17:48:06",1,1,4493,-40,-11.9803,-77.1226,"2023-12-22 13:17:07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,4,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
