id,nombre_contenedor,tipo,estado,descripcionC,created_at,updated_at,empresa_id,generador_id,telemetria_id,set_point,latitud,longitud,ultima_fecha,temp_supply_1,temp_supply_2,return_air,evaporation_coil,condensation_coil,compress_coil_1,compress_coil_2,ambient_air,cargo_1_temp,cargo_2_temp,cargo_3_temp,cargo_4_temp,relative_humidity,avl,suction_pressure,discharge_pressure,line_voltage,line_frequency,consumption_ph_1,consumption_ph_2,consumption_ph_3,co2_reading,o2_reading,evaporator_speed,condenser_speed,battery_voltage,power_kwh,power_trip_reading,power_trip_duration,suction_temp,discharge_temp,supply_air_temp,return_air_temp,dl_battery_temp,dl_battery_charge,power_consumption,power_consumption_avg,alarm_present,capacity_load,power_state,controlling_mode,humidity_control,humidity_set_point,fresh_air_ex_mode,fresh_air_ex_rate,fresh_air_ex_delay,set_point_o2,set_point_co2,defrost_term_temp,defrost_interval,water_cooled_conde,usda_trip,evaporator_exp_valve,suction_mod_valve,hot_gas_valve,economizer_valve,ethylene,stateProcess,stateInyection,timerOfProcess,modelo,alarm_number,NA,ripener_prueba,defrost_prueba,sp_ethyleno,extra_1,extra_2
137,NULL,Reefer,0,"Sin Informacion","2023-04-20 06:37:28","2023-04-20 10:42:25",16,1,NULL,0,NULL,NULL,"2023-04-20 06:37:28",0,NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,1,1,0,0,0
138,NULL,Reefer,0,"Sin Informacion","2023-04-20 08:48:54","2023-04-20 10:42:21",16,1,NULL,0,NULL,NULL,"2023-04-20 08:48:53",0,NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,1,1,0,0,0
139,NULL,Reefer,0,"Sin Informacion","2023-04-20 09:35:13","2023-04-20 10:42:17",16,1,NULL,0,NULL,NULL,"2023-04-20 09:35:13",0,NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,1,1,0,0,0
140,NULL,Reefer,0,"Sin Informacion","2023-04-20 10:11:57","2023-04-20 10:42:11",16,1,NULL,0,NULL,NULL,"2023-04-20 10:11:56",0,NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,1,1,0,0,0
141,TEST200423,Madurador,1,"Sin Informacion","2023-04-20 10:18:24","2023-04-20 10:42:07",1,1,236,21,-11.9803,-77.1226,"2023-04-20 11:41:25",0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1011010,0,0,0,20.7,3,0,0,0,0,0,0,0,0,0,RESET,"NO INJECTING",0,THERMOKING,NULL,NA,1,1,0,0,0
142,LUCHITO1111,Madurador,1,"Sin Informacion","2023-04-20 12:12:47","2023-04-20 12:12:47",1,1,238,0,-11.9803,-77.1226,"2023-04-20 18:14:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THERMOKING,NULL,NA,1,1,0,0,0
143,LOSU3303\xf096,Reefer,0,"Sin Informacion","2023-04-20 15:53:36","2023-04-20 16:19:03",1,1,239,-25,-12.0065,-77.0044,"2023-04-20 15:54:29",-31.4,NULL,-25.6,0,NULL,NULL,NULL,26.8,-3277,-3277,-3277,-3277,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,OPTIMIZED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1,1,0,0,0
144,LOSU3303xf096,Reefer,0,"Sin Informacion","2023-04-20 15:54:45","2023-04-20 16:18:59",1,1,240,-25,-12.0065,-77.0044,"2023-04-20 15:54:45",-31.4,NULL,-25.6,0,NULL,NULL,NULL,26.8,-3277,-3277,-3277,-3277,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,OPTIMIZED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1,1,0,0,0
145,PRUEBA_COMANDO,Reefer,1,"Sin Informacion","2023-04-21 10:24:37","2023-04-28 14:26:24",1,1,242,-12,-12.0488,-76.9541,"2023-05-08 14:31:54",-8.1,NULL,-2.9,-2.4,NULL,NULL,NULL,21,-3277,-3277,-3277,-3277,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,ECONOMIZER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1,1,0,0,0
146,ZGRU980289-0,Madurador,1,"Sin Informacion","2023-04-21 17:22:35","2023-04-21 17:22:35",16,1,243,20,21.8543,-100.894,"2023-05-04 13:04:04",27,27,21.4,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,25.3,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,Optimized,1,90,0,0,0,0,0,18,1,0,0,0,0,0,0,0.7,Run,Injecting,12,Thermoking,NULL,NA,1,1,0,0,0
147,LOSU3303p96,Reefer,0,"Sin Informacion","2023-04-26 21:58:52","2023-04-27 09:04:27",1,1,NULL,-25,-12.0065,-77.0044,"2023-04-26 21:58:52",-32.8,NULL,-25.4,0,NULL,NULL,NULL,24.1,-3277,-3277,-3277,-3277,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,OPTIMIZED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1,1,0,0,0
148,ZGRU7567785,Reefer,1,ETHYLENE,"2023-04-28 16:55:52","2023-06-26 11:18:21",1,1,245,24,-12.0488,-76.9541,"2023-06-26 11:25:48",24.4,-3277,24.7,24.6,-3277.2,-3277.2,-3276.9,NULL,-3277,-3277,-3277,-3277,NULL,32766,3276.6,3276.6,32766,32760,35,35,35,51,3276.6,0,0,0,20184.6,0.5,0,3276.6,3276.6,23.9,24.2,24.45,0,0.01,0,1,156,1,ECONOMIZER,156,156,156,32766,3276.6,3276.6,3276.6,4,6,6,6,255,255,255,255,0,3,0,96,THERMOKING,1,NA,2,2,0,0,0
149,ZGRU6735235,Madurador,1,"Sin Informacion","2023-04-28 18:32:33","2023-04-28 18:32:33",1,1,247,15,-11.9803,-77.1226,"2023-05-08 15:24:02",31.4,-3277,30.9,31,30.7,33,-3276.9,30.7,0,0,0,0,59,0,3276.6,3276.6,443,60,1.4,1.4,1.4,25.4,3276.6,0,100,4587.6,0.3,3276.6,3276.6,31.4,30.9,31.79,0.51,0.74,0,0,48,48,48,48,48,48,32766,3276.6,3276.6,3276.6,18,6,6,6,255,255,255,255,0.2,0.2,0.2,0.2,0,0,THERMOKING,NULL,NA,2,2,0,0,0
150,ZGRU6430956,Reefer,1,"Sin Informacion","2023-04-30 08:57:41","2023-04-30 08:57:41",16,1,249,-40,-11.9803,-77.1226,"2024-03-14 18:02:12",9.8,-3277,12.4,10,37.5,32.7,-3276.9,25.5,0,0,0,0,97,32766,3276.6,3276.6,464,59,11,11.4,10.8,25.4,3276.6,30,100,0,61336.1,0,0,3276.6,3276.6,9.8,12.4,25.73,0.11,7.29,6.86,0,100,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,3,0,0,THERMOKING,0,NA,2,2,0,0,0
151,PRUEBA_MADURADOR,Madurador,1,"Sin Informacion","2023-05-03 13:40:26","2023-05-03 13:40:26",1,1,250,18,-11.9803,-77.1226,"2023-05-03 13:40:30",0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1011010,0,0,0,20.7,3,0,0,0,0,0,0,0,0,0,RESET,"NO INJECTING",0,THERMOKING,NULL,NA,1,1,0,0,0
152,ZGRU4701435,Madurador,1,CENCOSUD,"2023-05-04 10:25:03","2024-07-17 09:37:33",19,1,251,4,-11.9802,-77.1227,"2024-07-19 15:25:09",4,-3277,8.1,6.7,39.7,65.4,-3276.9,23.1,0,0,0,0,73,32766,3276.6,3276.6,449,60,4.7,4.9,5.1,25.4,3276.6,30,13,0,28374.6,12238.2,0,3276.6,3276.6,4,8.1,40.64,0,0.87,3.4,0,30,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
155,COMANDO_MADURADOR,Madurador,1,"Sin Informacion","2023-05-04 17:55:28","2023-05-04 17:55:28",1,1,253,19,-11.9803,-77.1226,"2023-05-08 10:14:05",17.5,-3277,17.9,18.2,40.3,59.4,-3276.9,25.3,0,0,0,0,74,0,3264.06,0,459,60,9,15.3,15.5,25.3,3276.6,60,30,4553.9,151.3,3264.06,0,0,17.9,0.24,0,9.8,5.2,5.19,30,30,30,30,30,30,32766,3276.6,3276.6,0,18,6,6,6,255,255,255,255,6.3,6.28,6.28,6.28,0,0,THERMOKING,NULL,NA,2,2,0,0,0
156,ZGRU980288-5,Madurador,1,"Sin Informacion","2023-05-08 08:37:34","2023-05-08 08:37:34",16,1,255,20,-11.5495,-77.275,"2023-05-13 12:55:09",22.9,22.9,23.4,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,22.9,22.9,0,0,0,0,0,0,0,Optimized,1,95,0,0,0,0,0,18,1,0,0,0,0,0,0,0,Reset,"Not Injecting",22,Thermoking,NULL,NA,2,2,0,0,0
157,ZGRU485953-5,Madurador,1,"Sin Informacion","2023-05-08 08:48:23","2023-05-08 08:48:23",16,1,256,20,-11.5495,-77.275,"2023-05-08 09:19:01",21.6,21.6,21.7,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,25.4,20.7,0,0,0,0,0,0,0,0,21.6,21.6,0,0,0,0,0,0,0,Optimized,1,95,0,0,0,0,1,18,1,0,0,0,0,0,0,0.4,Pause,"Not Injecting",20,Thermoking,NULL,NA,2,2,0,0,0
158,ZGRU5100830,Madurador,1,APEEL,"2023-05-08 15:24:42","2023-11-22 10:42:26",20,1,257,20,-7.0684,-79.5591,"2023-08-24 17:49:55",28.2,-3277,28.9,28.9,24.3,24.8,-3276.9,24.1,28.3,-38.5,-38.5,-38.5,97,0,3276.6,3276.6,456,60,1.2,1.8,1.5,25.4,3276.6,0,0,0,5568.6,721.7,0,3276.6,3276.6,28.2,28.9,34.79,0,0.01,0.43,0.43,0,0,0,0,0,0,32766,3276.6,3276.6,10,18,6,6,6,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,1,0
159,ZGRU2232647,Madurador,1,USA,"2023-05-16 16:18:17","2023-11-22 10:28:41",22,1,258,18,35.7396,-119.238,"2024-06-12 00:35:28",29.8,-3277,29.4,26.9,30.6,33.6,-3276.9,29.1,0,-38.5,-38.5,-38.5,32766,0,3276.6,3276.6,484,60,8,7.2,7.4,25.3,3276.5,0,0,0,25482.9,13.2,0,3276.6,3276.6,29.8,29.4,33.88,0.07,0.01,0.12,1,26,0,0,1,90,2,32766,3276.6,3276.6,0,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,8,1,0
160,ZGRU2009227,Madurador,1,USA,"2023-05-16 19:16:11","2023-11-22 10:36:18",22,1,259,18,35.7395,-119.238,"2024-06-12 00:33:13",32.1,-3277,32.3,30.9,30.6,31.9,-3276.9,29.1,0,0,0,0,32766,32767,3276.6,3276.6,479,32760,0,0,0,25.5,3276.7,0,0,0,18297.1,27.2,0,3276.6,3276.6,32.1,32.3,39.32,0,0.01,0.25,0,255,0,4,1,90,2,32766,3276.6,3276.6,0,18,0,0,0,255,255,255,255,3.3,0,0,0,THERMOKING,NULL,NA,2,2,6,1,0
161,ZGRU2008220,Madurador,1,USA,"2023-05-17 12:13:42","2023-11-22 10:27:59",22,1,260,0,35.7394,-119.238,"2024-06-09 18:09:39",35.2,-3277,31.8,31.9,33.9,35,-3276.9,34.1,0,0,0,0,76,0,3276.6,3276.6,474,60,0.7,0.7,0.7,0,20.7,30,0,0,19516.4,25.5,0,3276.6,3276.6,35.2,31.8,38.62,0,0.26,0.02,0,236,1,4,1,90,2,32766,3276.6,3276.6,0,18,6,0,0,255,255,255,255,0.6,0,0,0,THERMOKING,NULL,NA,2,2,5,1,0
162,ZGRU1090804,Madurador,0,"Sin Informacion","2023-05-21 16:19:15","2023-05-21 16:19:15",1,1,261,18,35.7396,-119.238,"2024-06-11 22:41:38",36.5,-3277,36.6,36.3,35.5,34.8,-3276.9,34.1,0,0,0,0,32766,32767,3276.6,3276.6,474,32760,0,0,0,25.5,3276.7,0,0,0,20801.8,4.1,0,3276.6,3276.6,36.5,36.6,42.7,0,0.01,0.04,0,255,0,4,1,90,0,32766,3276.6,3276.6,3276.6,18,0,0,0,255,255,255,255,1.5,0,0,0,THERMOKING,NULL,NA,2,2,-1,0,0
177,ZGRU9802890,Madurador,1,"BE FROST","2023-05-21 16:49:59","2023-11-22 10:41:50",23,1,263,-25,21.8534,-100.891,"2024-01-29 23:50:48",10.4,-3277,15.6,-7.3,19.8,-5859.7,-25.3,13.1,0,-38.5,-38.5,-38.5,24959,0,6502.4,6515.1,53887,15361,1766.4,1587.2,1561.6,25.4,6515.1,7807,19968,0,10160300,2034890,0,6502.4,6515.1,2675.1,3993.6,358.4,0.1,422.4,432.65,1,100,1,1,0,254,100,32766,3276.6,3276.6,3276.6,18,3,0,3,255,255,255,255,0,3,0,3,THERMOKING,NULL,NA,2,2,150,1,0
185,ZGRU9803243,Madurador,1,"BE FROST","2023-05-22 12:18:08","2023-11-22 10:41:33",23,1,277,-30,21.8533,-100.891,"2024-02-13 11:24:45",-35.3,-3277,-30.1,-36.9,24.1,78.2,-3276.9,16.7,0,0,0,0,75,0,3276.6,3276.6,460,60,7.7,8.1,7.4,25.4,3276.6,30,100,0,48057.1,10237,0,3276.6,3276.6,6518.3,6523.5,0.21,0,4.94,4.53,0,100,1,1,0,254,100,32766,3276.6,3276.6,3276.6,18,3,0,3,255,255,255,255,1,3,0,0,THERMOKING,NULL,NA,2,2,150,1,0
187,ZGRU6554258,Reefer,1,"Sin Informacion","2023-05-29 15:10:54","2023-05-29 15:10:54",1,1,291,-20,-12.0488,-76.9541,"2023-05-31 15:52:55",9.9,NULL,19.5,18.8,NULL,NULL,NULL,23.6,-3277,-3277,-3277,-3277,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,OPTIMIZED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1,1,0,0,0
189,ZGRU5031934,Reefer,1,"Sin Informacion","2023-05-29 16:43:05","2023-05-29 16:43:05",1,1,293,-5,-12.1729,-77.012,"2023-05-31 16:05:08",12.7,NULL,19,18.8,NULL,NULL,NULL,21.3,-3277,-3277,-3277,-3277,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,OPTIMIZED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1,1,0,0,0
190,PABLITO123,Reefer,0,"Sin Informacion","2023-05-29 16:51:28","2023-05-29 16:52:14",1,1,NULL,-25,-12.1729,-77.012,"2023-05-29 16:51:45",24.1,NULL,24.3,23.4,NULL,NULL,NULL,24.3,-3277,-3277,-3277,-3277,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,OPTIMIZED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1,1,0,0,0
191,opcion_j,Reefer,0,"Sin Informacion","2023-05-29 17:01:02","2023-05-29 17:02:14",1,1,296,-20,-12.0488,-76.9541,"2023-06-06 16:25:59",21.2,NULL,27,21.2,NULL,NULL,NULL,25.6,-3277,-3277,-3277,-3277,97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,"NO OPTIMIZED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1,1,0,0,0
192,ZGRU4723326_2,Madurador,0,"Sin Informacion","2023-06-01 11:31:40","2023-12-12 18:37:05",1,1,297,-2,-11.9803,-77.1226,"2023-12-12 18:23:01",1.4,-3277,2,1.3,45.4,94.7,-3276.9,36.9,0,-38.5,-38.5,-38.5,97,32766,3276.6,3276.6,437,60,11.3,10.9,10.7,25.4,3276.6,30,100,0,18006.9,10.2,0,3276.6,3276.6,6551.6,6552.7,38.98,0,7.06,0.42,0,77,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,0,NA,2,2,0,0,0
193,ZGRU6841638,Reefer,1,"Sin Informacion","2023-06-02 11:23:59","2023-07-13 11:06:24",30,1,298,-24,-12.1729,-77.012,"2024-01-25 12:20:05",-34.3,NULL,-24.4,-27,NULL,NULL,NULL,33.6,-3277,-3277,-3277,-3277,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,OPTIMIZED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1,1,0,0,0
194,ZGRU5181549,Reefer,1,CAMPOSOL,"2023-06-02 11:33:54","2024-04-04 10:52:40",30,1,299,-0.3,-8.56036,-78.666,"2024-07-19 15:25:05",-0.3,NULL,1.7,2.3,NULL,NULL,NULL,27.2,-3277,-3277,-3277,-3277,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,OPTIMIZED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1,1,0,0,0
195,ZGRU6709112,Madurador,1,"Sin Informacion","2023-06-06 08:44:10","2023-06-06 08:44:10",1,1,300,20,-11.9803,-77.1226,"2023-06-06 08:46:09",21.1,-3277,20.9,21.3,36.3,45.4,-3276.9,25.3,28.3,-38.5,-38.5,-38.5,74,175,3276.6,3276.6,456,60,0.6,0.6,0.6,25.4,3276.6,30,0,0,4923.7,0,0,3276.6,3276.6,21.1,20.9,0.15,0,0.23,0.72,1,0,0,0,0,254,1,175,0,3276.6,3276.6,18,6,0,0,255,255,255,255,0.2,3,0,0,THERMOKING,NULL,NA,2,2,0,0,0
196,opcion_j,Reefer,1,"Sin Informacion","2023-06-06 16:25:53","2023-06-06 16:25:53",1,1,296,-20,-12.0488,-76.9541,"2023-06-06 16:25:59",21.2,NULL,27,21.2,NULL,NULL,NULL,25.6,-3277,-3277,-3277,-3277,97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,"NO OPTIMIZED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1,1,0,0,0
197,ZGRU1234566,Reefer,1,"Sin Informacion","2023-06-22 10:16:13","2023-06-22 10:16:13",1,1,310,8,-12.0488,-76.9541,"2023-06-22 10:16:13",8,NULL,9.6,9.8,NULL,NULL,NULL,22.6,-3277,-3277,-3277,-3277,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,OPTIMIZED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1,1,0,0,0
198,TEST5100830,Madurador,1,"Sin Informacion","2023-06-22 10:17:44","2023-06-22 10:17:44",1,1,311,18.3,-11.9803,-77.1226,"2023-08-19 08:35:14",18.3,-3277,18.3,18.7,36.8,84,-3276.9,21.1,0,-38.5,-38.5,-38.5,90,0,3276.6,3276.6,491,60,6.8,6.2,6.4,25.4,3276.6,60,0,0,8540,4171.2,0,3276.6,3276.6,18.3,18.3,37.17,0,2.31,2.87,0,7,1,7,1,90,1,0,0,3276.6,3276.6,18,6,0,0,255,255,255,255,123.5,3,0,42,THERMOKING,NULL,NA,2,2,0,0,0
199,ZGRU4507690,Madurador,1,"CENCOSUD SANTA ANITA","2023-06-23 16:45:26","2024-04-04 10:12:44",17,1,313,4,-11.9803,-77.1226,"2024-07-19 15:24:57",4.2,-3277,7.5,7.6,37.1,79.3,-3276.9,24.1,28.3,-38.5,-38.5,-38.5,70,32766,3276.6,3276.6,455,60,4.7,4.6,4.6,25.4,3276.6,30,1,0,38050.8,22084.5,0,3276.6,3276.6,4.1,7.5,0.28,0,0.99,3.26,0,30,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,2,0,0,255,255,255,255,0,0,0,0,THERMOKING,0,NA,2,2,0,0,0
200,LOSU1308670,Reefer,1,"Sin Informacion","2023-06-23 17:31:18","2023-06-24 08:17:24",17,1,314,4,-11.9803,-77.1226,"2024-02-20 15:09:15",7.2,-3277,5.1,2.9,41.1,69.6,-3276.9,32.8,0,0,0,0,87,32766,3276.6,3276.6,444,60,12.6,12.3,12.2,25.4,3276.6,60,100,0,16136.4,0.1,0,3276.6,3276.6,7.2,5.1,39.84,0,8.01,2.22,1,63,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,1,NA,2,2,0,0,0
201,ZGRU6828507,Madurador,1,"CENCOSUD SANTA ANITA","2023-06-23 17:42:42","2024-04-04 09:40:13",17,1,315,10,-11.9803,-77.1226,"2024-07-19 15:24:38",10.1,-3277,13.4,13.6,39.2,81.7,-3276.9,23,0,0,0,0,78,32766,3276.6,3276.6,455,60,8.5,8.5,8.2,25.4,3276.6,30,3,0,43863.3,35708.9,0,3276.6,3276.6,10,13.4,0.23,0,5.58,3.57,0,27,0,0,7,0,254,65024,6515.1,6515.1,6515.1,21.75,7,6,0,0,255,255,255,0,0,0,0,THERMOKING,0,NA,2,2,0,0,0
202,ZGRU4721067,Madurador,1,"CENCOSUD SANTA ANITA","2023-06-23 17:53:29","2024-04-04 10:14:57",17,1,316,10,-11.9803,-77.1226,"2024-07-19 09:41:37",13.1,-3277,12.8,13.1,16.7,15.6,-3276.9,16.5,0,0,0,0,79,32766,3276.6,3276.6,452,60,0.6,0.6,0.6,25.4,3276.6,30,0,0,41222.2,28578,0,3276.6,3276.6,13.1,12.8,0.24,0,0.42,2.86,0,100,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,0,NA,2,2,0,0,0
203,ZGRU3120227,Reefer,1,"Sin Informacion","2023-06-26 09:04:02","2023-06-26 09:04:02",1,1,19,14,-12.0603,-76.9638,"2023-11-08 11:53:19",15,NULL,16.5,14.8,NULL,NULL,NULL,19.5,-3277,-3277,-3277,-3277,97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,OPTIMIZED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1,1,0,0,0
204,ZGRU510083+,Madurador,1,"Sin Informacion","2023-06-28 17:04:01","2023-06-28 17:04:01",1,1,320,20,-11.9803,-77.1226,"2023-08-11 03:33:47",19.6,-3277,20.1,20.7,39.1,56.1,-3276.9,22.3,0,-38.5,-38.5,-38.5,97,0,3276.6,3276.6,453,60,5.4,5.2,5.2,1,19.7,60,3,0,5337.5,490.6,0,3276.6,3276.6,19.7,20.1,33.99,0,1.73,0.36,0.36,9,9,9,9,9,9,32766,3276.6,3276.6,10,18,6,6,6,255,255,255,255,193.65,193,193,193,THERMOKING,NULL,NA,2,2,0,0,0
